Unnamed: 0,Unnamed: 1,Mecanizada,11.570,16.549,17.218,16.356,17.500,28.400,28.400.1,31.400,35.170,40.290
,,Mecanizável,9.091,14.462,13.361,12.279,12.279,23.100,23.100,24.800,26.800,30.280
,Roxa,,,,,,,,,,,
,,Não Mecanizável,6.198,11.157,11.708,10.888,11.200,14.800,14.800,15.700,16.400,19.000
,,Inaproveitáveis,1.082,1.452,1.500,1.440,1.900,3.000,3.000,3.600,3.800,4.300
Araruna,,,,,,,,,,,,
,,Mecanizada,8.834,14.818,13.085,12.561,14.793,22.120,23.440,26.500,32.000,34.950
,,Mecanizável,7.335,11.290,11.000,10.520,11.782,19.600,20.700,23.000,25.700,28.270
,Mista,,,,,,,,,,,
,,Não Mecanizável,5.372,7.762,8.264,8.050,9.421,13.800,13.800,16.000,17.200,18.800
,,Inaproveitáveis,909,1.101,1.200,1.170,1.653,2.800,2.800,2.800,3.000,3.250
