78.400,66.200,51.300,31.200,26.000,11.400
,40.800,36.200,25.800,23.500,7.100
,46.300,39.800,34.900,25.200,10.200
,42.900,38.100,33.200,25.200,12.300
63.500,48.000,38.200,23.100,11.700,7.200
,48.200,42.300,26.400,17.600,7.300
81.500,69.300,58.900,44.000,29.700,14.600
,40.500,34.100,26.000,23.900,7.100
93.800,75.100,54.300,33.200,23.900,12.700
76.300,54.800,41.600,27.100,17.800,7.500
58.600,45.100,34.200,23.200,11.400,7.300
99.600,76.900,58.900,35.500,25.200,12.800
,50.600,38.600,25.900,19.900,8.400
94.500,84.800,60.600,45.400,26.300,13.400
,28.500,21.900,13.900,7.500,4.700
72.500,54.800,44.800,35.700,26.100,10.500
99.600,76.900,58.900,35.500,25.200,12.800
63.600,42.700,27.400,14.900,10.200,4.300
101.800,87.100,74.100,55.400,37.300,18.400
,42.100,36.400,28.100,23.600,12.300
41.800,29.500,21.300,11.100,6.500,2.900
80.000,62.100,50.700,36.600,,10.500
72.300,52.000,41.500,24.700,18.200,6.600
75.300,54.300,41.900,26.300,17.400,7.300
103.100,77.200,59.600,42.700,26.000,12.800
120.200,98.300,76.600,49.000,33.200,12.200
63.700,49.700,37.900,25.100,17.400,6.700
114.700,93.000,75.700,40.600,30.500,12.600
69.000,55.600,44.500,27.900,21.600,10.600
,37.900,32.200,28.100,23.600,12.300
