Terra Roxa,Roxa,Mecanizada,4.147,3.700,4.464,3.948,5.300,9.545,12.728,15.320,13.022
,Mecanizável,3.473,-,-,-,-,-,-,,,
,Não Mecanizável,2.018,-,-,-,-,-,-,,,
,Inaproveitáveis,-,2.620,-,-,-,-,-,,,
,,,,,,,,,,,
Mista,Mecanizada,3.400,-,2.678,-,-,,,,,
,Mecanizável,2.380,-,-,-,-,,,,,
,Não Mecanizável,-,-,-,-,-,,,,,
,Inaproveitáveis,-,-,-,-,-,,,,,
,,,,,,,,,,,
Arenosa,Mecanizada,-,-,-,2.368,3.200,8.182,10.910,12.310,10.464,
Mecanizável,-,-,-,-,-,-,-,,,,
Não Mecanizável,-,-,-,-,-,-,-,,,,
Inaproveitáveis,-,-,-,-,-,-,-,,,,
